Income,Taxes,Groceries,Meals,Utilities,Cloth,Alcohol,Fuel,Phone,Children,Adults,Ownhouse,Education.Level,HH Age,HH Gender,,Education Level,,,GHH: Gender of the Household Head,
"$21,918",0,7821,360,1100,0,522,1080,6000,0,2,0,S,37,M,,,,,,
"$41,000",7836,5214,960,1000,1200,0,2400,1200,0,1,1,P,60,F,,,,,,
"$32,654",0,6257,240,375,240,0,600,120,3,1,0,S,60,F,,,,,,
"$107,582",19225,13035,540,1230,1200,0,2700,1200,1,4,1,B,26,F,,,,,,
"$37,000",3933,,360,1200,480,1564,1200,960,0,2,1,S,26,F,,,,,,
"$74,872",12871,8082,420,2025,900,2216,2700,2640,3,2,1,I,42,F,,,,,,
"$44,582",8855,4953,0,800,180,0,240,0,0,1,1,I,25,F,,,,,,
"$39,501",5563,5214,1800,700,600,0,1200,600,1,1,0,S,35,M,,,,,,
"$32,839",2322,4171,0,1000,0,0,960,1200,0,2,1,S,62,F,,,,,,
"$14,757",0,5214,120,300,360,0,360,0,0,1,0,P,42,M,,,,,,
"$13,000",0,3650,0,600,0,0,0,360,0,1,0,P,35,F,,,,,,
"$30,101",4720,3128,1200,140,720,2346,1320,360,0,1,0,S,34,F,,,,,,
"$10,834",0,7300,0,1650,480,782,1800,1200,2,2,1,S,34,F,,,,,,
"$27,047",3840,4171,240,800,480,1304,480,480,0,1,1,S,46,M,,,,,,
"$109,000",23309,10950,3600,720,1500,0,2760,690,0,2,1,I,52,F,,,,,,
,34142,6518,4200,450,600,652,870,1560,0,2,0,S,35,F,,,,,,
"$100,900",22650,8343,1500,1460,900,522,480,150,1,2,1,B,26,F,,,,,,
"$48,000",9809,10428,2400,1440,600,5214,1200,2400,0,1,0,P,29,F,,,,,,
"$62,286",11795,7821,810,1060,360,0,2820,600,2,2,1,B,48,M,,,,,,
"$23,200",0,4171,480,560,330,0,540,420,0,2,1,S,53,M,,,,,,
"$156,901",40746,16946,360,2750,2400,522,2100,2100,2,3,1,B,28,F,,,,,,
"$62,123",9383,13035,600,2000,1200,2086,1800,1200,2,2,1,B,35,M,,,,,,
"$40,300",7637,5214,1200,1600,240,2086,600,240,0,1,1,P,41,M,,,,,,
"$88,000",17360,4172,2100,1000,1290,1956,4800,3000,0,2,1,I,60,F,,,,,,
"$121,698",18992,10428,7200,2600,1440,2607,3600,1560,0,2,1,M,34,M,,,,,,
"$35,600",6131,10428,1200,2050,1200,1564,3000,2400,0,2,1,P,39,M,,,,,,
"$34,695",6045,10428,1200,1200,0,2607,0,2160,,1,0,P,63,F,,,,,,
"$31,244",0,6778,1440,1120,1200,1564,1920,2400,1,1,0,S,34,F,,,,,,
"$225,000",86330,13035,5400,1600,2400,0,1800,1200,0,1,1,B,33,M,,,,,,
"$143,754",37229,15642,1200,2500,2400,2607,3600,1200,5,3,1,M,34,M,,,,,,
"$98,200",20504,7821,1440,820,1800,2086,1680,1440,0,2,1,B,37,F,,,,,,
"$98,124",24811,7821,2400,1700,2400,521,6000,2400,2,2,1,I,28,F,,,,,,
"$158,600",20913,10428,2400,210,3000,1564,780,1440,0,2,1,M,61,M,,,,,,
"$102,501",19412,9646,3000,715,1260,3128,1800,1050,0,2,1,M,34,F,,,,,,
"$283,447",89293,6257,2400,930,1200,1564,720,2400,0,3,1,B,46,F,,,,,,
"$14,000",0,7821,480,930,240,0,1680,1200,0,1,1,P,53,F,,,,,,
"$56,600",6995,10428,0,917,1800,1043,2460,1920,0,2,1,I,34,M,,,,,,
"$77,357",10340,13035,900,1100,600,521,600,1440,0,3,1,B,44,M,,,,,,
"$36,932",0,4171,240,830,600,0,1680,960,0,2,1,S,34,M,,,,,,
"$95,900",19590,5214,1440,1200,600,1043,2400,1800,0,2,1,I,33,M,,,,,,
"$73,600",7716,5214,180,1000,0,1825,3360,1080,0,2,1,I,34,F,,,,,,
"$95,000",19335,3520,780,600,1260,1043,2400,2400,0,2,1,I,39,M,,,,,,
"$50,130",6282,5214,480,600,1200,,960,1080,0,2,1,I,34,M,,,,,,
,0,7821,0,680,0,0,540,360,0,2,0,P,64,M,,,,,,
"$51,142",0,8343,480,1500,1500,1825,3300,2100,0,3,1,M,27,M,,,,,,
"$76,000",13966,6257,600,950,600,0,660,390,0,2,1,B,54,M,,,,,,
"$63,288",8720,6778,1200,1050,600,0,1200,600,0,2,1,M,30,M,,,,,,
"$38,691",0,15642,1200,2205,630,0,2280,900,2,4,1,I,65,F,,,,,,
"$64,110",13215,12774,1140,875,600,1173,1500,1080,1,2,1,I,39,F,,,,,,
"$22,000",0,7821,0,650,0,0,600,660,0,2,1,P,62,F,,,,,,
"$103,000",22990,13035,0,2150,0,0,2760,600,0,2,1,M,23,M,,,,,,
"$85,500",16650,7039,1440,815,720,2607,900,1140,0,2,1,I,23,F,,,,,,
"$118,084",37586,18249,1320,1550,1200,2868,1680,1320,2,2,1,M,33,F,,,,,,
"$10,080",0,13035,0,1500,1200,0,4800,7680,0,2,1,P,65,F,,,,,,
"$39,205",0,20856,0,17,600,1564,0,420,0,2,1,S,34,M,,,,,,
"$60,424",9810,8343,1800,1650,1800,0,3900,780,2,2,1,I,42,M,,,,,,
"$70,000",17202,3128,2400,800,1200,5214,0,0,0,1,,I,58,M,,,,,,
"$21,300",0,5214,1440,1600,600,521,2160,780,0,2,1,I,34,F,,,,,,
"$68,565",11795,5214,600,0,2400,1043,2400,1200,1,1,0,B,61,F,,,,,,
"$311,084",46196,9125,1020,1800,1500,2086,3240,900,1,4,1,M,40,F,,,,,,
"$114,182",25008,13035,2400,1450,1800,1043,4800,840,1,2,1,I,60,M,,,,,,
"$124,092",32958,10428,600,1100,600,0,1560,900,2,2,1,M,53,M,,,,,,
"$62,000",12835,7821,480,1800,600,1043,2760,1800,0,1,1,M,49,M,,,,,,
"$13,120",0,2607,360,1400,240,1043,0,720,0,1,1,P,30,M,,,,,,
"$309,080",57362,26070,7200,3250,2400,1043,4800,3600,2,5,1,B,41,M,,,,,,
"$26,198",0,3128,2400,650,0,0,600,600,0,1,1,I,58,F,,,,,,
"$13,000",0,3128,0,1400,480,0,9600,7200,0,1,1,S,50,M,,,,,,
"$13,600",0,5214,1200,1050,240,521,960,720,0,2,1,P,23,M,,,,,,
"$114,084",34992,15642,2400,2000,1200,0,720,1080,1,3,1,M,49,M,,,,,,
"$87,000",18832,6257,1800,790,1200,1304,1200,480,0,2,1,I,39,F,,,,,,
"$25,300",0,9125,840,1320,120,0,1920,1440,0,2,1,P,22,F,,,,,,
"$28,410",1608,26070,600,1600,600,0,2400,1200,0,3,1,I,58,F,,,,,,
"$77,000",20146,5214,48000,400,0,1043,1200,600,0,1,0,B,21,F,,,,,,
"$27,474",0,7821,60,1950,,0,360,360,2,2,0,I,54,F,,,,,,
"$76,125",15202,7821,360,1500,0,1043,480,240,1,2,1,I,29,M,,,,,,
"$50,691",6986,5214,240,1200,360,0,720,2160,0,2,1,I,37,F,,,,,,
"$77,404",20326,5214,960,1880,0,1043,840,840,0,2,1,I,65,M,,,,,,
"$19,691",0,4171,720,660,360,1043,1920,1200,1,1,0,P,25,F,,,,,,
"$106,963",9235,7821,0,1100,120,0,540,690,3,2,1,M,49,F,,,,,,
"$60,036",10284,13035,600,1600,480,1043,720,300,3,2,1,B,28,M,,,,,,
"$76,742",13344,18249,8640,1900,2400,0,4800,4680,3,2,1,M,36,M,,,,,,
"$123,864",30952,5214,480,1700,0,0,900,240,0,4,0,I,19,M,,,,,,
"$49,799",0,10428,1440,1400,2400,521,3000,1200,4,2,0,I,49,M,,,,,,
"$67,442",4208,13035,3600,2450,600,0,5760,3000,4,2,0,B,21,F,,,,,,
"$55,613",9953,9125,960,1200,600,10949,1680,1680,2,2,,B,32,F,,,,,,
"$69,157",8168,10950,1080,1200,240,261,3840,1080,2,4,1,M,61,M,,,,,,
"$22,300",0,9385,0,130,120,1043,480,336,0,2,1,I,54,M,,,,,,
"$26,104",0,6257,360,700,600,1043,360,600,0,2,1,I,44,M,,,,,,
"$60,000",13215,7300,720,1450,0,2607,960,1800,0,1,1,M,36,F,,,,,,
"$67,248",11413,11471,2160,1180,2400,0,1800,2040,0,2,1,M,20,M,,,,,,
"$16,068",0,4432,264,798,0,0,0,4200,0,1,1,P,30,F,,,,,,
"$90,000",17914,4171,780,740,900,6518,3000,1236,0,2,0,M,28,F,,,,,,
"$56,908",0,7821,0,150,540,1304,600,960,0,2,1,M,43,M,,,,,,
"$40,036",3582,9125,0,930,180,0,1560,1200,0,2,1,I,64,F,,,,,,
"$34,124",0,4954,300,430,240,0,0,498,0,2,1,I,42,M,,,,,,
"$21,000",2130,5214,480,5420,240,0,4800,1200,0,2,0,P,43,M,,,,,,
"$31,080",0,7039,720,635,90,2477,660,900,0,2,1,P,58,M,,,,,,
"$45,647",0,10428,480,1200,1200,1043,1200,1560,0,2,1,I,54,M,,,,,,
"$23,536",0,7821,1440,1050,1230,0,1500,660,0,2,1,I,38,M,,,,,,
"$27,038",0,6257,780,500,420,1043,1440,1200,0,2,1,S,27,M,,,,,,
"$34,420",,4693,240,600,0,1043,600,360,0,2,1,I,25,M,,,,,,
"$24,232",0,5214,,32,240,521,600,480,1,1,1,S,56,F,,,,,,
"$95,320",13130,8082,1500,1675,0,2086,4080,600,0,4,1,M,65,F,,,,,,
"$116,300",26181,7821,1200,1300,1200,2607,5100,1560,0,2,1,B,29,M,,,,,,
"$86,162",15546,7821,2400,2000,0,521,0,360,1,2,1,B,49,F,,,,,,
"$70,740",0,4171,240,1200,300,1304,360,1440,0,1,1,M,19,F,,,,,,
"$40,186",2515,5214,240,598,1200,1564,600,6492,0,2,1,I,29,M,,,,,,
"$120,510",34339,4171,600,700,1800,0,1440,840,2,1,1,B,43,F,,,,,,
"$16,848",0,5214,240,680,480,156,600,720,0,1,1,S,46,F,,,,,,
"$83,042",15317,6518,240,1000,0,0,1200,240,2,2,0,B,27,M,,,,,,
"$160,550",43839,6518,3000,600,1200,2607,1800,1800,0,2,1,M,28,F,,,,,,
"$121,000",29389,1043,1200,1600,0,0,840,1200,0,2,1,M,48,F,,,,,,
"$267,000",93945,7821,900,800,300,2607,1800,3000,1,2,1,B,32,M,,,,,,
"$88,000",25065,3128,4800,900,2400,2607,0,1200,0,1,0,M,37,F,,,,,,
,11795,2607,600,720,840,0,1920,840,0,1,1,P,38,F,,,,,,
"$32,000",5273,2607,2400,480,1200,1043,2400,1800,0,1,0,I,37,M,,,,,,
"$18,000",1647,3128,360,980,360,1043,960,480,0,1,1,S,48,M,,,,,,
"$40,105",7582,5214,960,480,1800,1043,0,480,0,1,1,I,49,M,,,,,,
"$16,320",0,3128,780,660,0,261,780,480,0,1,0,S,18,F,,,,,,
"$128,710",33575,4171,3600,1500,1200,2607,6600,2400,0,2,1,B,28,M,,,,,,
"$12,000",531,10950,3000,350,1500,4693,5400,1050,0,2,0,P,50,F,,,,,,
"$88,241",17849,9125,1800,1475,900,0,2040,1260,0,2,1,B,31,M,,,,,,
"$31,901",3348,6257,120,800,0,1043,480,480,1,1,0,P,22,M,,,,,,
"$52,060",7648,3781,1500,800,18,2868,6300,4800,0,2,1,M,53,M,,,,,,
"$75,988",16065,10428,600,1500,240,521,840,180,2,2,1,M,33,M,,,,,,
,0,5214,0,770,360,0,,540,0,2,1,I,41,M,,,,,,
"$34,696",2255,5736,660,1150,300,261,1740,660,1,2,1,I,32,M,,,,,,
"$66,120",10787,10428,960,1400,600,2607,1920,1200,1,2,1,M,28,M,,,,,,
"$10,662",0,2607,0,550,0,313,60,600,0,1,1,B,52,M,,,,,,
"$19,708",0,3389,0,965,0,1564,960,480,0,2,1,P,20,F,,,,,,
"$47,550",4317,7821,600,1290,540,156,1200,300,1,2,1,I,64,M,,,,,,
"$42,135",8159,3911,840,470,720,0,1680,960,0,1,0,S,25,F,,,,,,
"$17,300",0,7821,240,850,240,1043,1560,1200,0,2,1,S,37,M,,,,,,
"$53,204",0,7821,0,950,900,2607,1800,1200,0,2,1,M,32,F,,,,,,
"$44,300",8775,5214,480,,960,0,0,1440,0,1,0,I,34,F,,,,,,
"$81,500",22158,5214,480,1000,240,2086,1200,3360,0,1,0,B,53,M,,,,,,
"$29,000",4407,2607,,180,240,1043,960,1200,0,1,1,I,64,M,,,,,,
"$44,094",4520,13035,,2000,240,782,1200,1680,0,2,1,S,24,M,,,,,,
"$47,452",5508,7821,1200,3200,600,0,3600,1200,0,2,1,P,26,F,,,,,,
"$53,400",9837,7821,600,885,60,1564,5136,630,0,2,1,B,57,M,,,,,,
"$115,850",48739,10428,0,1950,0,0,4800,1920,0,1,1,M,55,F,,,,,,
"$43,500",4051,5214,0,80,600,1043,3000,1200,0,2,1,S,59,M,,,,,,
"$26,756",3729,5214,0,2600,600,0,2400,480,0,1,1,P,63,M,,,,,,
"$36,360",0,7821,0,760,900,0,1440,1800,0,2,1,I,32,M,,,,,,
"$106,400",24743,1564,1200,2066,240,1564,6000,3000,0,2,1,I,32,M,,,,,,
"$73,200",17602,9907,300,1500,480,2868,1680,1560,0,2,0,M,53,M,,,,,,
"$96,919",17636,13557,240,2280,480,261,12000,2400,2,3,1,B,32,F,,,,,,
,366,7821,600,1260,600,3128,9600,1920,0,2,1,P,34,F,,,,,,
"$84,204",21934,10428,2400,1825,900,3911,5400,2280,1,2,1,M,52,M,,,,,,
"$47,000",8121,7821,480,800,0,0,2400,1440,0,2,0,S,35,F,,,,,,
"$200,000",0,5214,1200,950,600,0,2400,3600,0,3,1,M,58,F,,,,,,
"$28,977",4401,4171,1200,400,0,1564,1200,480,0,1,1,S,18,F,,,,,,
"$721,161",302671,7300,180,1000,0,1304,420,0,0,2,1,M,21,M,,,,,,
"$160,013",38155,14599,1440,1550,1440,2607,3000,960,0,3,0,M,59,F,,,,,,
"$23,800",0,7821,0,1600,0,183,3600,840,0,2,1,S,44,M,,,,,,
"$99,110",30033,5735,0,850,360,261,900,960,0,1,1,I,26,F,,,,,,
"$28,568",0,5214,480,1300,240,0,1200,480,0,2,1,I,39,F,,,,,,
"$30,250",4762,3128,3360,1200,1200,626,1800,1200,0,1,0,S,59,M,,,,,,
"$82,402",16802,10428,1440,1400,0,0,3840,2400,4,2,1,I,52,F,,,,,,
"$32,500",5415,7821,0,267,360,2607,1020,1200,0,2,1,P,22,F,,,,,,
"$50,500",10520,3650,360,35,480,2607,480,1200,0,1,0,I,49,M,,,,,,
"$120,550",22680,13035,1320,745,3600,,1200,2400,0,3,1,I,50,F,,,,,,
"$202,000",52051,20856,3960,2360,6000,5214,3600,8280,0,3,1,I,23,M,,,,,,
,11939,6257,960,470,480,0,1920,1200,0,2,0,M,54,F,,,,,,
"$84,949",15434,9516,60,1315,180,469,1200,720,3,2,1,M,57,F,,,,,,
"$97,672",19779,11471,720,2520,0,5214,1800,1320,2,2,1,M,33,M,,,,,,
"$185,000",8957,10428,4800,1400,1200,5214,4800,12000,1,2,0,I,47,M,,,,,,
"$70,000",17202,7821,2400,1500,600,2607,7800,1200,0,1,0,B,61,M,,,,,,
"$20,240",0,2607,480,600,720,0,1200,600,0,1,1,I,38,M,,,,,,
"$22,720",2575,7821,480,2400,480,2086,960,600,0,1,0,I,34,F,,,,,,
"$10,400",0,2607,0,160,360,521,0,600,0,1,0,P,28,F,,,,,,
"$41,275",0,10428,600,1000,1200,0,3600,1800,4,2,0,B,42,M,,,,,,
"$79,162",14229,10428,360,5650,1680,1564,1080,1800,0,4,1,M,49,M,,,,,,
"$87,866",8121,13035,1440,2500,3600,0,1200,1800,4,3,0,M,26,F,,,,,,
"$22,981",0,4693,0,3500,0,0,0,0,3,1,0,P,37,M,,,,,,
"$47,235",5481,9385,240,1400,1200,1043,2880,1560,3,1,0,S,40,F,,,,,,
"$12,460",0,2607,0,900,0,0,1200,660,0,1,1,P,57,M,,,,,,
"$40,560",2668,7821,480,800,300,261,540,1200,1,2,,S,25,M,,,,,,
"$93,862",18495,10689,1200,2290,2100,1825,,2520,2,2,1,B,64,F,,,,,,
"$144,113",28148,15642,960,4700,0,313,7200,5400,0,4,1,B,39,F,,,,,,
"$66,300",10859,5214,3000,1500,1200,0,3600,600,1,2,1,I,63,F,,,,,,
"$32,800",5501,4171,2400,1700,300,5214,2400,840,0,1,1,P,43,F,,,,,,
,0,5214,0,1810,480,0,960,10320,2,3,0,M,34,M,,,,,,
"$76,500",14038,7821,1200,850,900,522,5400,2160,0,2,1,B,35,F,,,,,,
"$105,450",23893,7821,360,800,600,,1200,720,1,3,1,M,52,M,,,,,,
"$44,232",4111,7821,1200,160,1200,2607,1200,900,0,4,1,I,32,F,,,,,,
"$78,075",14527,10428,2400,1894,4800,1304,1800,840,0,3,1,I,58,F,,,,,,
"$70,029",12741,5214,0,800,480,0,720,960,0,2,1,I,55,F,,,,,,
"$40,838",3736,13035,1800,780,0,0,1200,240,1,2,0,S,38,F,,,,,,
"$64,855",12258,7821,480,1755,300,0,600,480,2,2,0,M,33,M,,,,,,
"$69,379",10504,5996,1080,960,720,782,1740,1080,1,2,1,M,45,F,,,,,,
"$119,400",3066,15642,,2500,4800,2607,6000,2400,2,2,1,M,39,F,,,,,,
,20812,13035,600,2000,300,521,1440,600,3,2,1,M,35,M,,,,,,
"$134,430",33389,13035,2400,1850,2400,5214,2400,2400,0,2,1,I,38,M,,,,,,
"$120,427",20125,13035,3360,2000,4800,3911,6000,2820,0,4,1,B,62,F,,,,,,
"$43,000",8405,3128,960,550,2400,521,1440,1140,0,1,1,S,46,F,,,,,,
,55558,13035,0,800,2400,5214,1200,960,0,2,1,B,60,M,,,,,,
"$102,293",22255,10428,1200,2000,1800,3128,720,2100,1,2,1,B,46,M,,,,,,
"$67,991",11170,8342,1980,1900,960,521,3060,990,2,2,0,M,51,F,,,,,,
"$20,800",2099,521,0,812,0,0,240,240,0,1,0,S,55,M,,,,,,
"$57,889",7808,9385,1800,1480,1200,0,2400,3000,2,1,0,M,61,M,,,,,,
"$31,963",5263,3128,360,320,480,782,960,180,0,1,0,P,58,F,,,,,,
"$113,650",25930,7300,600,,660,2868,1500,600,1,2,1,M,32,M,,,,,,
"$99,000",20484,10428,480,1080,480,0,0,7200,0,2,0,M,32,F,,,,,,
"$69,172",11962,15642,240,1200,360,0,1440,720,1,2,1,M,45,M,,,,,,
"$71,244",12093,7300,1560,1800,1200,1564,960,600,0,2,1,M,34,F,,,,,,
"$51,899",6694,7821,0,1800,600,1564,1200,600,0,2,0,M,35,F,,,,,,
"$63,242",10798,8864,360,1770,1320,1564,3000,1260,0,2,1,M,53,F,,,,,,
"$38,367",0,3781,990,1200,420,1043,1080,1020,0,2,1,B,54,F,,,,,,
,10946,6257,600,2000,,521,840,360,2,1,1,P,56,F,,,,,,
"$44,683",4941,5735,0,1500,600,0,6000,3600,0,2,0,I,28,M,,,,,,
"$18,934",0,2086,1920,1200,0,0,1920,840,0,1,0,P,48,M,,,,,,
"$62,716",8794,5736,780,850,600,1043,1260,900,2,2,0,I,27,M,,,,,,
"$50,816",4642,8603,3120,2200,2400,2086,4800,2400,3,2,1,M,62,M,,,,,,
"$85,736",19524,9907,,1500,480,521,2040,930,1,2,1,M,41,F,,,,,,
"$79,841",14352,10428,870,,750,522,2040,630,2,2,0,I,29,M,,,,,,
"$28,941",2787,4171,1560,1700,720,0,1920,360,0,2,0,S,26,F,,,,,,
"$19,307",0,2607,0,920,0,0,0,480,0,1,0,S,33,M,,,,,,
"$37,000",6698,3650,2880,1000,600,1564,1440,600,0,1,1,B,27,M,,,,,,
"$31,518",0,4302,360,150,60,1564,1140,1500,2,2,1,I,33,M,,,,,,
"$50,117",6763,7821,360,1200,360,1043,600,300,1,2,1,M,35,F,,,,,,
"$32,444",0,4954,1140,800,600,261,600,720,0,2,1,B,47,F,,,,,,
"$45,000",8957,5214,240,1000,0,2086,1200,480,0,1,1,B,53,F,,,,,,
"$81,014",13072,13035,0,0,0,0,0,0,1,4,1,M,44,F,,,,,,
"$31,231",0,10428,240,100,1200,0,2400,240,1,4,1,I,26,F,,,,,,
"$10,140",0,5214,,600,0,1043,0,60,0,1,0,P,52,M,,,,,,
"$12,532",0,1043,0,800,0,0,0,480,0,1,1,S,27,F,,,,,,
,12960,15642,1500,2000,1500,261,3000,420,2,2,1,I,34,M,,,,,,
"$17,286",0,3128,600,2600,0,0,720,1200,0,2,0,P,63,M,,,,,,
"$23,567",0,5214,1200,880,360,1043,2400,2400,0,2,1,I,51,M,,,,,,
"$33,570",2716,6518,1200,1500,600,261,1800,960,2,1,0,P,45,F,,,,,,
"$37,245",5859,6257,0,1000,0,0,1680,1200,0,2,1,S,55,F,,,,,,
"$27,000",3827,3128,0,1200,600,2086,960,720,0,1,0,S,39,M,,,,,,
"$48,410",5368,7821,300,1300,120,0,480,240,0,3,0,I,26,F,,,,,,
"$21,496",0,10428,600,0,240,0,420,360,0,2,0,I,25,M,,,,,,
"$37,538",2428,13035,300,1600,2160,2607,36000,4500,0,4,1,I,65,F,,,,,,
"$68,000",16402,5214,2400,800,3240,261,1680,360,0,1,0,M,48,M,,,,,,
,20461,9646,540,790,1200,2607,960,660,1,3,0,S,59,F,,,,,,
"$110,000",23593,6518,9600,750,1500,3911,1920,1500,0,2,1,M,45,F,,,,,,
"$70,662",10946,5996,720,400,840,782,1680,900,0,2,0,M,58,F,,,,,,
"$198,034",,4171,3600,3900,2400,3128,2400,600,0,2,1,B,52,F,,,,,,
"$162,120",45312,4693,3900,1385,1200,3911,2400,,0,2,1,M,42,M,,,,,,
"$16,560",0,7821,960,800,120,1043,1800,1200,0,1,0,P,45,F,,,,,,
"$216,000",68689,26070,2400,4000,2400,2607,4800,2400,3,2,1,B,39,M,,,,,,
"$140,000",36337,9125,4320,1325,5400,2607,2400,2220,2,2,1,B,52,F,,,,,,
"$94,300",27882,13035,6000,1000,0,0,720,2400,0,1,1,M,56,M,,,,,,
"$232,170",75249,7821,4020,500,1440,1825,540,420,0,2,1,I,62,F,,,,,,
"$138,600",35222,6778,4800,640,2400,2086,720,1560,0,2,1,M,35,F,,,,,,
"$56,000",12079,5214,1560,1100,3000,1825,1800,1800,0,1,0,B,28,M,,,,,,
"$156,304",44263,2607,1200,1600,240,5214,120,900,0,2,1,B,27,F,,,,,,
"$52,030",10954,3128,1800,1200,2400,1043,0,1200,0,1,1,M,31,M,,,,,,
"$109,405",23424,7039,660,725,1800,522,1800,1800,1,2,0,B,34,F,,,,,,
"$88,438",17486,4171,840,800,1800,2347,600,900,0,2,0,B,36,F,,,,,,
"$166,990",57710,13035,3600,2600,2400,1564,4080,1800,2,2,1,B,40,F,,,,,,
"$33,000",5562,1043,1920,1400,180,5214,3120,588,0,1,0,P,27,M,,,,,,
"$83,000",16590,10428,12000,1000,12000,2607,3600,3120,0,2,1,I,26,F,,,,,,
"$44,000",8690,6257,1200,1480,0,1043,0,1200,0,1,0,P,51,M,,,,,,
"$104,082",21786,4432,600,570,,2086,480,1320,0,2,0,I,39,F,,,,,,
"$43,942",,5214,720,3000,1200,0,960,1200,0,2,0,P,51,M,,,,,,
"$134,100",33845,8343,7800,1450,2940,3650,360,756,0,2,0,M,38,M,,,,,,
"$40,050",7566,5214,2400,1800,600,1043,600,1200,0,1,0,I,32,M,,,,,,
"$142,600",29486,10428,1500,725,2700,2998,1200,2700,0,,0,M,65,F,,,,,,
"$47,000",9525,5214,240,1000,0,0,0,1440,0,1,0,P,39,M,,,,,,
"$35,000",6131,3650,1200,300,600,521,360,960,0,1,0,I,34,F,,,,,,
"$38,000",6983,4693,2640,2100,0,3128,600,600,0,1,0,I,52,M,,,,,,
"$182,000",53188,5736,2100,1310,1500,1304,420,750,0,2,1,M,35,F,,,,,,
"$124,800",28592,6257,1500,500,1800,4432,180,1200,0,2,0,B,24,M,,,,,,
"$25,100",3263,2607,600,650,0,0,720,600,0,1,1,I,20,M,,,,,,
"$98,118",21532,7821,1200,1225,780,0,840,600,1,2,1,M,35,F,,,,,,
"$31,500",5131,4171,1200,1500,840,4693,0,1800,0,1,0,I,25,F,,,,,,
"$25,286",3316,2607,9000,1000,0,13035,0,7200,0,1,0,P,32,M,,,,,,
"$21,470",0,7821,4800,1000,1800,1043,0,0,1,2,1,I,63,F,,,,,,
"$108,000",23025,6518,3600,1025,1800,1043,1320,1200,0,2,0,I,53,F,,,,,,
"$13,532",0,6257,0,1680,1200,0,660,480,0,1,1,P,38,M,,,,,,
"$12,157",0,5214,300,360,240,156,0,480,0,1,0,P,61,F,,,,,,
"$78,500",20816,5214,960,900,,521,2400,960,0,1,0,B,32,M,,,,,,
"$122,932",23912,6257,1200,3200,0,1564,1200,360,0,3,1,I,40,F,,,,,,
"$18,460",0,2868,180,450,0,886,0,1080,0,1,0,P,32,M,,,,,,
"$35,428",0,7821,360,1700,210,261,1200,2100,0,3,0,I,34,F,,,,,,
"$55,604",7214,5214,1200,1800,600,0,1800,600,1,2,1,B,32,M,,,,,,
"$48,000",9809,5214,0,1350,0,1564,1680,600,0,1,1,I,41,F,,,,,,
"$12,480",0,3128,360,600,600,521,720,480,0,1,1,S,32,M,,,,,,
"$125,300",29662,5214,1560,800,780,313,2880,630,1,2,1,M,32,M,,,,,,
"$51,000",10662,4171,2400,1400,480,1043,0,3000,0,1,0,M,49,F,,,,,,
"$67,910",14067,10428,1200,1800,3000,1043,3000,600,1,2,1,M,49,M,,,,,,
"$15,732",0,4693,0,1100,0,261,0,240,0,1,1,P,40,F,,,,,,
"$125,186",17124,18249,1200,1800,60,6257,2400,1800,2,5,1,M,42,F,,,,,,
"$16,705",0,4171,0,1600,0,0,480,360,0,2,1,P,65,M,,,,,,
"$41,854",0,10428,240,2200,1800,0,1200,2400,2,2,1,I,59,M,,,,,,
"$120,814",35126,7821,600,1600,600,782,960,960,2,2,1,I,62,F,,,,,,
"$70,928",13988,,480,,1380,0,1740,1080,3,2,1,M,50,F,,,,,,
"$71,342",11969,15642,540,1275,3300,521,2250,1140,1,3,1,M,20,F,,,,,,
"$37,409",3531,2607,900,950,120,522,480,420,0,2,1,I,40,F,,,,,,
"$9,048",0,10428,2400,1500,2400,782,6000,1200,2,2,1,I,52,M,,,,,,
"$48,574",0,10428,600,1800,1200,0,1200,3600,1,3,1,P,41,M,,,,,,
"$194,112",62667,7821,450,1000,360,0,840,750,0,3,1,M,37,M,,,,,,
"$81,196",12903,7821,240,1300,420,1043,690,1020,0,3,1,I,33,M,,,,,,
"$57,255",9277,8603,1380,585,210,1095,798,960,0,2,0,M,33,F,,,,,,
"$28,796",4349,3128,720,780,480,1564,1200,600,0,1,1,P,20,M,,,,,,
"$52,192",11001,1564,240,700,0,1043,4680,600,0,1,1,I,33,M,,,,,,
"$115,000",25165,13035,2700,1450,1500,1043,840,1680,2,3,1,B,30,F,,,,,,
"$144,259",35127,24767,300,4050,120,0,2700,240,3,6,1,M,44,M,,,,,,
"$11,280",0,1564,0,1300,240,0,240,1080,0,1,1,P,57,F,,,,,,
"$277,251",71089,10428,2400,1525,600,3911,1800,780,0,5,1,M,44,F,,,,,,
"$76,600",14137,4171,480,430,540,1564,900,540,0,2,0,B,19,F,,,,,,
"$119,945",18956,8342,1200,3700,3180,1304,2880,1980,0,4,1,M,31,F,,,,,,
,1647,5214,300,600,240,521,180,360,1,2,0,B,26,F,,,,,,
"$93,300",11795,6257,1200,1100,960,1304,1200,1800,0,2,0,M,30,F,,,,,,
"$10,042",0,15642,9600,8000,936,5214,1200,492,0,1,0,I,57,M,,,,,,
"$85,228",15202,8690,0,300,800,348,2000,720,0,3,1,M,42,F,,,,,,
"$49,400",0,8342,0,60,0,0,720,0,0,5,1,P,25,M,,,,,,
"$28,593",0,7821,1440,1464,1200,0,0,1800,3,1,0,I,31,F,,,,,,
"$21,374",0,5736,0,800,600,0,1920,690,0,2,1,I,64,F,,,,,,
